,player,AD,VI,Ø,club,fixture,time,date
6109,Million Manhoef,6.0,6.0,6,Vitesse,Vitesse - Heracles Almelo,14:30,12 December 2021
6110,Loïs Openda,8.0,8.0,8,Vitesse,Vitesse - Heracles Almelo,14:30,12 December 2021
6111,Dominik Oroz,---,---,---,Vitesse,Vitesse - Heracles Almelo,14:30,12 December 2021
6112,Jacob Rasmussen,6.0,7.0,6.5,Vitesse,Vitesse - Heracles Almelo,14:30,12 December 2021
6113,Sondre Tronstad,6.5,6.5,6.5,Vitesse,Vitesse - Heracles Almelo,14:30,12 December 2021
6114,Julian von Moos,---,---,---,Vitesse,Vitesse - Heracles Almelo,14:30,12 December 2021
6115,Patrick Vroegh,---,---,---,Vitesse,Vitesse - Heracles Almelo,14:30,12 December 2021
6116,Maximilian Wittek,6.5,6.0,6.25,Vitesse,Vitesse - Heracles Almelo,14:30,12 December 2021
6117,Romaric Yapi,---,---,---,Vitesse,Vitesse - Heracles Almelo,14:30,12 December 2021
6118,Team Ø,6.42,6.46,,Vitesse,Vitesse - Heracles Almelo,14:30,12 December 2021
6119,Sinan Bakış,---,---,---,Heracles Almelo,Vitesse - Heracles Almelo,14:30,12 December 2021
6120,Janis Blaswich,5.0,5.5,5.25,Heracles Almelo,Vitesse - Heracles Almelo,14:30,12 December 2021
6121,Luca de la Torre,5.5,6.0,5.75,Heracles Almelo,Vitesse - Heracles Almelo,14:30,12 December 2021
6122,Noah Fadiga,6.0,6.0,6,Heracles Almelo,Vitesse - Heracles Almelo,14:30,12 December 2021
6123,Orestis Kiomourtzoglou,6.0,6.5,6.25,Heracles Almelo,Vitesse - Heracles Almelo,14:30,12 December 2021
6124,Mats Knoester,6.0,6.5,6.25,Heracles Almelo,Vitesse - Heracles Almelo,14:30,12 December 2021
6125,Nikolai Laursen,6.5,6.5,6.5,Heracles Almelo,Vitesse - Heracles Almelo,14:30,12 December 2021
6126,Giacomo Quagliata,6.0,6.5,6.25,Heracles Almelo,Vitesse - Heracles Almelo,14:30,12 December 2021
6127,Marco Rente,6.0,5.5,5.75,Heracles Almelo,Vitesse - Heracles Almelo,14:30,12 December 2021
6128,Lucas Schoofs,5.5,6.5,6,Heracles Almelo,Vitesse - Heracles Almelo,14:30,12 December 2021
6129,Kaj Sierhuis,6.5,6.5,6.5,Heracles Almelo,Vitesse - Heracles Almelo,14:30,12 December 2021
6130,Elias Sierra,5.5,6.0,5.75,Heracles Almelo,Vitesse - Heracles Almelo,14:30,12 December 2021
6131,Sven Sonnenberg,6.0,6.5,6.25,Heracles Almelo,Vitesse - Heracles Almelo,14:30,12 December 2021
6132,Adrian Szöke,---,---,---,Heracles Almelo,Vitesse - Heracles Almelo,14:30,12 December 2021
6133,Team Ø,5.88,6.21,,Heracles Almelo,Vitesse - Heracles Almelo,14:30,12 December 2021
6134,Nikolai Baden Frederiksen,5.5,5.5,5.5,Vitesse,Vitesse - PEC Zwolle,18:45,21 December 2021
6135,Riechedly Bazoer,6.0,6.0,6,Vitesse,Vitesse - PEC Zwolle,18:45,21 December 2021
6136,Matúš Bero,6.5,5.5,6,Vitesse,Vitesse - PEC Zwolle,18:45,21 December 2021
6137,Thomas Buitink,---,---,---,Vitesse,Vitesse - PEC Zwolle,18:45,21 December 2021
6138,Eli Dasa,6.0,5.0,5.5,Vitesse,Vitesse - PEC Zwolle,18:45,21 December 2021
6139,Danilho Doekhi,6.0,6.5,6.25,Vitesse,Vitesse - PEC Zwolle,18:45,21 December 2021
6140,Tomáš Hajek,---,---,---,Vitesse,Vitesse - PEC Zwolle,18:45,21 December 2021
6141,Jeroen Houwen,7.0,8.0,7.5,Vitesse,Vitesse - PEC Zwolle,18:45,21 December 2021
6142,Daan Huisman,5.0,5.0,5,Vitesse,Vitesse - PEC Zwolle,18:45,21 December 2021
6143,Loïs Openda,6.5,7.0,6.75,Vitesse,Vitesse - PEC Zwolle,18:45,21 December 2021
6144,Jacob Rasmussen,6.0,6.5,6.25,Vitesse,Vitesse - PEC Zwolle,18:45,21 December 2021
6145,Sondre Tronstad,6.5,5.5,6,Vitesse,Vitesse - PEC Zwolle,18:45,21 December 2021
6146,Patrick Vroegh,---,---,---,Vitesse,Vitesse - PEC Zwolle,18:45,21 December 2021
6147,Maximilian Wittek,6.5,5.5,6,Vitesse,Vitesse - PEC Zwolle,18:45,21 December 2021
6148,Team Ø,6.14,6,,Vitesse,Vitesse - PEC Zwolle,18:45,21 December 2021
6149,Luka Adžić,6.0,6.0,6,PEC Zwolle,Vitesse - PEC Zwolle,18:45,21 December 2021
6150,Pelle Clement,---,---,---,PEC Zwolle,Vitesse - PEC Zwolle,18:45,21 December 2021
6151,Mees de Wit,6.5,6.5,6.5,PEC Zwolle,Vitesse - PEC Zwolle,18:45,21 December 2021
6152,Gervane Kastaneer,---,---,---,PEC Zwolle,Vitesse - PEC Zwolle,18:45,21 December 2021
6153,Samir Lagsir,---,---,---,PEC Zwolle,Vitesse - PEC Zwolle,18:45,21 December 2021
6154,Kostas Lamprou,6.0,6.5,6.25,PEC Zwolle,Vitesse - PEC Zwolle,18:45,21 December 2021
6155,Elikia Mbinga,---,---,---,PEC Zwolle,Vitesse - PEC Zwolle,18:45,21 December 2021
6156,Yuta Nakayama,6.5,6.5,6.5,PEC Zwolle,Vitesse - PEC Zwolle,18:45,21 December 2021
6157,Eliano Reijnders,6.5,5.5,6,PEC Zwolle,Vitesse - PEC Zwolle,18:45,21 December 2021
6158,Mustafa Saymak,6.0,6.0,6,PEC Zwolle,Vitesse - PEC Zwolle,18:45,21 December 2021
6159,Rico Strieder,6.0,5.5,5.75,PEC Zwolle,Vitesse - PEC Zwolle,18:45,21 December 2021
6160,Slobodan Tedić,6.0,6.0,6,PEC Zwolle,Vitesse - PEC Zwolle,18:45,21 December 2021
6161,Thomas van den Belt,5.5,5.0,5.25,PEC Zwolle,Vitesse - PEC Zwolle,18:45,21 December 2021
6162,Rav van den Berg,---,---,---,PEC Zwolle,Vitesse - PEC Zwolle,18:45,21 December 2021
6163,Bram van Polen,6.0,6.0,6,PEC Zwolle,Vitesse - PEC Zwolle,18:45,21 December 2021
6164,Siemen Voet,6.0,6.0,6,PEC Zwolle,Vitesse - PEC Zwolle,18:45,21 December 2021
6165,Team Ø,6.09,5.95,,PEC Zwolle,Vitesse - PEC Zwolle,18:45,21 December 2021
6166,Nikolai Baden Frederiksen,5.0,5.5,5.25,Vitesse,Vitesse - PSV,20:00,12 Februari 2022
6167,Riechedly Bazoer,5.0,5.0,5,Vitesse,Vitesse - PSV,20:00,12 Februari 2022
6168,Matúš Bero,5.0,5.0,5,Vitesse,Vitesse - PSV,20:00,12 Februari 2022
6169,Thomas Buitink,---,---,---,Vitesse,Vitesse - PSV,20:00,12 Februari 2022
6170,Eli Dasa,5.5,6.5,6,Vitesse,Vitesse - PSV,20:00,12 Februari 2022
6171,Danilho Doekhi,5.0,5.0,5,Vitesse,Vitesse - PSV,20:00,12 Februari 2022
6172,Toni Domgjoni,5.0,5.5,5.25,Vitesse,Vitesse - PSV,20:00,12 Februari 2022
6173,Adrian Grbić,4.0,5.0,4.5,Vitesse,Vitesse - PSV,20:00,12 Februari 2022
6174,Jeroen Houwen,4.0,5.5,4.75,Vitesse,Vitesse - PSV,20:00,12 Februari 2022
6175,Loïs Openda,5.0,6.5,5.75,Vitesse,Vitesse - PSV,20:00,12 Februari 2022
6176,Dominik Oroz,5.0,6.5,5.75,Vitesse,Vitesse - PSV,20:00,12 Februari 2022
6177,Jacob Rasmussen,4.0,5.5,4.75,Vitesse,Vitesse - PSV,20:00,12 Februari 2022
6178,Sondre Tronstad,5.0,5.5,5.25,Vitesse,Vitesse - PSV,20:00,12 Februari 2022
6179,Patrick Vroegh,---,---,---,Vitesse,Vitesse - PSV,20:00,12 Februari 2022
6180,Maximilian Wittek,4.5,5.0,4.75,Vitesse,Vitesse - PSV,20:00,12 Februari 2022
6181,Team Ø,4.77,5.54,,Vitesse,Vitesse - PSV,20:00,12 Februari 2022
6182,Olivier Boscagli,7.0,6.5,6.75,PSV,Vitesse - PSV,20:00,12 Februari 2022
6183,Bruma,---,---,---,PSV,Vitesse - PSV,20:00,12 Februari 2022
6184,Carlos Vinícius,6.0,7.5,6.75,PSV,Vitesse - PSV,20:00,12 Februari 2022
6185,Ritsu Doan,7.5,7.5,7.5,PSV,Vitesse - PSV,20:00,12 Februari 2022
6186,Joël Drommel,6.0,7.0,6.5,PSV,Vitesse - PSV,20:00,12 Februari 2022
6187,Cody Gakpo,7.0,8.0,7.5,PSV,Vitesse - PSV,20:00,12 Februari 2022
6188,Mario Götze,7.0,6.0,6.5,PSV,Vitesse - PSV,20:00,12 Februari 2022
6189,Erick Gutiérrez,7.0,6.5,6.75,PSV,Vitesse - PSV,20:00,12 Februari 2022
6190,Noni Madueke,8.0,7.5,7.75,PSV,Vitesse - PSV,20:00,12 Februari 2022
6191,Mauro Júnior,7.5,7.5,7.5,PSV,Vitesse - PSV,20:00,12 Februari 2022
6192,Phillipp Mwene,7.0,7.0,7,PSV,Vitesse - PSV,20:00,12 Februari 2022
6193,Ibrahim Sangaré,7.0,7.5,7.25,PSV,Vitesse - PSV,20:00,12 Februari 2022
6194,Jordan Teze,7.0,6.5,6.75,PSV,Vitesse - PSV,20:00,12 Februari 2022
6195,Marco van Ginkel,---,---,---,PSV,Vitesse - PSV,20:00,12 Februari 2022
6196,Joey Veerman,---,---,---,PSV,Vitesse - PSV,20:00,12 Februari 2022
6197,Eran Zahavi,6.0,7.5,6.75,PSV,Vitesse - PSV,20:00,12 Februari 2022
6198,Team Ø,6.92,7.12,,PSV,Vitesse - PSV,20:00,12 Februari 2022
6199,Nikolai Baden Frederiksen,5.5,6.0,5.75,Vitesse,Vitesse - Willem II,16:45,22 Augustus 2021
6200,Riechedly Bazoer,---,---,---,Vitesse,Vitesse - Willem II,16:45,22 Augustus 2021
6201,Matúš Bero,4.0,5.5,4.75,Vitesse,Vitesse - Willem II,16:45,22 Augustus 2021
6202,Thomas Buitink,---,---,---,Vitesse,Vitesse - Willem II,16:45,22 Augustus 2021
6203,Enzo Cornelisse,5.5,6.0,5.75,Vitesse,Vitesse - Willem II,16:45,22 Augustus 2021
6204,Eli Dasa,5.5,7.0,6.25,Vitesse,Vitesse - Willem II,16:45,22 Augustus 2021
6205,Toni Domgjoni,4.5,4.5,4.5,Vitesse,Vitesse - Willem II,16:45,22 Augustus 2021
6206,Yann Gboho,5.5,6.5,6,Vitesse,Vitesse - Willem II,16:45,22 Augustus 2021
6207,Tomáš Hajek,4.0,5.5,4.75,Vitesse,Vitesse - Willem II,16:45,22 Augustus 2021
6208,Loïs Openda,5.5,5.5,5.5,Vitesse,Vitesse - Willem II,16:45,22 Augustus 2021
6209,Dominik Oroz,4.0,4.5,4.25,Vitesse,Vitesse - Willem II,16:45,22 Augustus 2021
6210,Markus Schubert,4.5,5.0,4.75,Vitesse,Vitesse - Willem II,16:45,22 Augustus 2021
6211,Oussama Tannane,5.5,5.0,5.25,Vitesse,Vitesse - Willem II,16:45,22 Augustus 2021
6212,Sondre Tronstad,5.0,6.0,5.5,Vitesse,Vitesse - Willem II,16:45,22 Augustus 2021
6213,Maximilian Wittek,4.5,5.5,5,Vitesse,Vitesse - Willem II,16:45,22 Augustus 2021
6214,Romaric Yapi,4.5,5.0,4.75,Vitesse,Vitesse - Willem II,16:45,22 Augustus 2021
6215,Team Ø,4.86,5.54,,Vitesse,Vitesse - Willem II,16:45,22 Augustus 2021
6216,Freek Heerkens,7.0,7.0,7,Willem II,Vitesse - Willem II,16:45,22 Augustus 2021
6217,Ulrik Jenssen,6.0,6.0,6,Willem II,Vitesse - Willem II,16:45,22 Augustus 2021
6218,Elton Kabangu,---,---,---,Willem II,Vitesse - Willem II,16:45,22 Augustus 2021
6219,Mats Köhlert,6.5,6.0,6.25,Willem II,Vitesse - Willem II,16:45,22 Augustus 2021
6220,Derrick Köhn,6.0,6.0,6,Willem II,Vitesse - Willem II,16:45,22 Augustus 2021
6221,Nikos Michelis,---,---,---,Willem II,Vitesse - Willem II,16:45,22 Augustus 2021
6222,Ché Nunnely,7.0,7.0,7,Willem II,Vitesse - Willem II,16:45,22 Augustus 2021
6223,Leeroy Owusu,6.0,6.0,6,Willem II,Vitesse - Willem II,16:45,22 Augustus 2021
6224,Pol Llonch,7.0,6.0,6.5,Willem II,Vitesse - Willem II,16:45,22 Augustus 2021
6225,Driess Saddiki,6.0,7.0,6.5,Willem II,Vitesse - Willem II,16:45,22 Augustus 2021
6226,Görkem Sağlam,7.5,7.0,7.25,Willem II,Vitesse - Willem II,16:45,22 Augustus 2021
6227,Wesley Spieringhs,---,---,---,Willem II,Vitesse - Willem II,16:45,22 Augustus 2021
6228,Max Svensson,---,---,---,Willem II,Vitesse - Willem II,16:45,22 Augustus 2021
6229,Timon Wellenreuther,7.0,7.5,7.25,Willem II,Vitesse - Willem II,16:45,22 Augustus 2021
6230,Kwasi Wriedt,7.5,7.5,7.5,Willem II,Vitesse - Willem II,16:45,22 Augustus 2021
6231,Rick Zuijderwijk,---,---,---,Willem II,Vitesse - Willem II,16:45,22 Augustus 2021
6232,Team Ø,6.68,6.64,,Willem II,Vitesse - Willem II,16:45,22 Augustus 2021
6233,Emil Bergström,---,---,---,Willem II,Willem II - AFC Ajax,18:45,19 Februari 2022
6234,Dan Crowley,7.0,6.5,6.75,Willem II,Willem II - AFC Ajax,18:45,19 Februari 2022
6235,Wessel Dammers,7.0,6.0,6.5,Willem II,Willem II - AFC Ajax,18:45,19 Februari 2022
6236,Jizz Hornkamp,6.0,5.0,5.5,Willem II,Willem II - AFC Ajax,18:45,19 Februari 2022
6237,Ulrik Jenssen,6.0,6.0,6,Willem II,Willem II - AFC Ajax,18:45,19 Februari 2022
6238,Elton Kabangu,---,---,---,Willem II,Willem II - AFC Ajax,18:45,19 Februari 2022
6239,Anargyros Kampetsis,---,---,---,Willem II,Willem II - AFC Ajax,18:45,19 Februari 2022
6240,Derrick Köhn,6.5,5.5,6,Willem II,Willem II - AFC Ajax,18:45,19 Februari 2022
6241,Ché Nunnely,5.5,5.5,5.5,Willem II,Willem II - AFC Ajax,18:45,19 Februari 2022
6242,Thijs Oosting,6.5,5.5,6,Willem II,Willem II - AFC Ajax,18:45,19 Februari 2022
6243,Leeroy Owusu,5.5,6.0,5.75,Willem II,Willem II - AFC Ajax,18:45,19 Februari 2022
6244,Godfried Roemeratoe,---,---,---,Willem II,Willem II - AFC Ajax,18:45,19 Februari 2022
6245,Driess Saddiki,6.0,5.0,5.5,Willem II,Willem II - AFC Ajax,18:45,19 Februari 2022
6246,Görkem Sağlam,---,---,---,Willem II,Willem II - AFC Ajax,18:45,19 Februari 2022
6247,Max Svensson,6.0,5.0,5.5,Willem II,Willem II - AFC Ajax,18:45,19 Februari 2022
6248,Timon Wellenreuther,7.0,6.5,6.75,Willem II,Willem II - AFC Ajax,18:45,19 Februari 2022
6249,Team Ø,6.27,5.68,,Willem II,Willem II - AFC Ajax,18:45,19 Februari 2022
6250,Edson Álvarez,5.0,6.5,5.75,AFC Ajax,Willem II - AFC Ajax,18:45,19 Februari 2022
6251,Antony,6.5,7.5,7,AFC Ajax,Willem II - AFC Ajax,18:45,19 Februari 2022
6252,Steven Berghuis,5.5,6.5,6,AFC Ajax,Willem II - AFC Ajax,18:45,19 Februari 2022
6253,Daley Blind,5.5,7.0,6.25,AFC Ajax,Willem II - AFC Ajax,18:45,19 Februari 2022
6254,Danilo,---,---,---,AFC Ajax,Willem II - AFC Ajax,18:45,19 Februari 2022
6255,Ryan Gravenberch,---,---,---,AFC Ajax,Willem II - AFC Ajax,18:45,19 Februari 2022
6256,Sébastien Haller,5.5,6.0,5.75,AFC Ajax,Willem II - AFC Ajax,18:45,19 Februari 2022
6257,Davy Klaassen,6.0,6.5,6.25,AFC Ajax,Willem II - AFC Ajax,18:45,19 Februari 2022
6258,Lisandro Martínez,6.0,7.5,6.75,AFC Ajax,Willem II - AFC Ajax,18:45,19 Februari 2022
6259,Noussair Mazraoui,7.0,8.0,7.5,AFC Ajax,Willem II - AFC Ajax,18:45,19 Februari 2022
6260,Remko Pasveer,6.0,7.0,6.5,AFC Ajax,Willem II - AFC Ajax,18:45,19 Februari 2022
6261,Perr Schuurs,---,---,---,AFC Ajax,Willem II - AFC Ajax,18:45,19 Februari 2022
6262,Dušan Tadić,5.5,6.0,5.75,AFC Ajax,Willem II - AFC Ajax,18:45,19 Februari 2022
6263,Jurriën Timber,7.0,8.0,7.5,AFC Ajax,Willem II - AFC Ajax,18:45,19 Februari 2022
6264,Team Ø,5.95,6.95,,AFC Ajax,Willem II - AFC Ajax,18:45,19 Februari 2022
6265,Freek Heerkens,6.5,7.0,6.75,Willem II,Willem II - FC Groningen,18:45,18 September 2021
6266,Ulrik Jenssen,7.0,6.5,6.75,Willem II,Willem II - FC Groningen,18:45,18 September 2021
6267,Anargyros Kampetsis,---,---,---,Willem II,Willem II - FC Groningen,18:45,18 September 2021
6268,Mats Köhlert,6.0,6.0,6,Willem II,Willem II - FC Groningen,18:45,18 September 2021
6269,Derrick Köhn,6.5,6.5,6.5,Willem II,Willem II - FC Groningen,18:45,18 September 2021
6270,Ché Nunnely,6.0,6.5,6.25,Willem II,Willem II - FC Groningen,18:45,18 September 2021
6271,Leeroy Owusu,6.0,7.0,6.5,Willem II,Willem II - FC Groningen,18:45,18 September 2021
6272,Pol Llonch,7.0,6.5,6.75,Willem II,Willem II - FC Groningen,18:45,18 September 2021
6273,Godfried Roemeratoe,---,---,---,Willem II,Willem II - FC Groningen,18:45,18 September 2021
6274,Driess Saddiki,7.5,7.0,7.25,Willem II,Willem II - FC Groningen,18:45,18 September 2021
6275,Görkem Sağlam,6.5,6.5,6.5,Willem II,Willem II - FC Groningen,18:45,18 September 2021
6276,Vincent Schippers,5.5,5.5,5.5,Willem II,Willem II - FC Groningen,18:45,18 September 2021
6277,Max Svensson,---,---,---,Willem II,Willem II - FC Groningen,18:45,18 September 2021
6278,Timon Wellenreuther,5.5,6.0,5.75,Willem II,Willem II - FC Groningen,18:45,18 September 2021
6279,Kwasi Wriedt,7.5,8.0,7.75,Willem II,Willem II - FC Groningen,18:45,18 September 2021
6280,John Yeboah,---,---,---,Willem II,Willem II - FC Groningen,18:45,18 September 2021
6281,Team Ø,6.46,6.58,,Willem II,Willem II - FC Groningen,18:45,18 September 2021
6282,Paulos Abraham,6.0,6.0,6,FC Groningen,Willem II - FC Groningen,18:45,18 September 2021
6283,Damil Dankerlui,---,---,---,FC Groningen,Willem II - FC Groningen,18:45,18 September 2021
6284,Michael de Leeuw,5.0,5.5,5.25,FC Groningen,Willem II - FC Groningen,18:45,18 September 2021
6285,Laros Duarte,5.5,4.5,5,FC Groningen,Willem II - FC Groningen,18:45,18 September 2021
6286,Mo el Hankouri,5.5,6.0,5.75,FC Groningen,Willem II - FC Groningen,18:45,18 September 2021
6287,Daleho Irandust,5.5,5.5,5.5,FC Groningen,Willem II - FC Groningen,18:45,18 September 2021
6288,Patrick Joosten,5.0,4.5,4.75,FC Groningen,Willem II - FC Groningen,18:45,18 September 2021
6289,Yahya Kalley,6.0,5.5,5.75,FC Groningen,Willem II - FC Groningen,18:45,18 September 2021
6290,Neraysho Kasanwirjo,6.5,6.0,6.25,FC Groningen,Willem II - FC Groningen,18:45,18 September 2021
6291,Peter Leeuwenburgh,5.0,5.5,5.25,FC Groningen,Willem II - FC Groningen,18:45,18 September 2021
6292,Cyril Ngonge,5.0,5.0,5,FC Groningen,Willem II - FC Groningen,18:45,18 September 2021
6293,Romano Postema,---,---,---,FC Groningen,Willem II - FC Groningen,18:45,18 September 2021
6294,Jørgen Strand Larsen,4.5,5.5,5,FC Groningen,Willem II - FC Groningen,18:45,18 September 2021
6295,Tomáš Suslov,6.5,7.0,6.75,FC Groningen,Willem II - FC Groningen,18:45,18 September 2021
6296,Bart van Hintum,5.0,6.0,5.5,FC Groningen,Willem II - FC Groningen,18:45,18 September 2021
6297,Daniël van Kaam,6.0,6.0,6,FC Groningen,Willem II - FC Groningen,18:45,18 September 2021
6298,Team Ø,5.5,5.61,,FC Groningen,Willem II - FC Groningen,18:45,18 September 2021
6299,Emil Bergström,5.0,6.5,5.75,Willem II,Willem II - FC Twente,21:00,22 Januari 2022
6300,Ulrik Jenssen,6.0,6.5,6.25,Willem II,Willem II - FC Twente,21:00,22 Januari 2022
6301,Elton Kabangu,5.0,6.0,5.5,Willem II,Willem II - FC Twente,21:00,22 Januari 2022
6302,Anargyros Kampetsis,5.5,5.5,5.5,Willem II,Willem II - FC Twente,21:00,22 Januari 2022
6303,Mats Köhlert,6.0,6.0,6,Willem II,Willem II - FC Twente,21:00,22 Januari 2022
6304,Ché Nunnely,5.0,5.5,5.25,Willem II,Willem II - FC Twente,21:00,22 Januari 2022
6305,Leeroy Owusu,5.5,6.5,6,Willem II,Willem II - FC Twente,21:00,22 Januari 2022
6306,Pol Llonch,4.5,6.5,5.5,Willem II,Willem II - FC Twente,21:00,22 Januari 2022
6307,Godfried Roemeratoe,---,---,---,Willem II,Willem II - FC Twente,21:00,22 Januari 2022
6308,Driess Saddiki,5.0,6.0,5.5,Willem II,Willem II - FC Twente,21:00,22 Januari 2022
6309,Görkem Sağlam,5.5,5.5,5.5,Willem II,Willem II - FC Twente,21:00,22 Januari 2022
6310,Max Svensson,4.5,5.5,5,Willem II,Willem II - FC Twente,21:00,22 Januari 2022
6311,Timon Wellenreuther,6.0,6.0,6,Willem II,Willem II - FC Twente,21:00,22 Januari 2022
6312,Team Ø,5.29,6,,Willem II,Willem II - FC Twente,21:00,22 Januari 2022
6313,Vaclav Černý,---,---,---,FC Twente,Willem II - FC Twente,21:00,22 Januari 2022
6314,Jeffrey de Lange,6.0,6.5,6.25,FC Twente,Willem II - FC Twente,21:00,22 Januari 2022
6315,Mees Hilgers,6.5,7.0,6.75,FC Twente,Willem II - FC Twente,21:00,22 Januari 2022
6316,Dimitris Limnios,6.0,6.0,6,FC Twente,Willem II - FC Twente,21:00,22 Januari 2022
6317,Virgil Misidjan,---,---,---,FC Twente,Willem II - FC Twente,21:00,22 Januari 2022
6318,Robin Pröpper,6.0,7.0,6.5,FC Twente,Willem II - FC Twente,21:00,22 Januari 2022
6319,Daan Rots,6.5,6.0,6.25,FC Twente,Willem II - FC Twente,21:00,22 Januari 2022
6320,Michal Sadílek,7.5,7.5,7.5,FC Twente,Willem II - FC Twente,21:00,22 Januari 2022
6321,Gijs Smal,6.5,6.5,6.5,FC Twente,Willem II - FC Twente,21:00,22 Januari 2022
6322,Giovanni Troupée,6.0,6.5,6.25,FC Twente,Willem II - FC Twente,21:00,22 Januari 2022
6323,Manfred Ugalde,6.5,6.0,6.25,FC Twente,Willem II - FC Twente,21:00,22 Januari 2022
6324,Ricky van Wolfswinkel,6.0,5.5,5.75,FC Twente,Willem II - FC Twente,21:00,22 Januari 2022
6325,Michel Vlap,6.0,6.5,6.25,FC Twente,Willem II - FC Twente,21:00,22 Januari 2022
6326,Ramiz Zerrouki,---,---,---,FC Twente,Willem II - FC Twente,21:00,22 Januari 2022
6327,Team Ø,6.32,6.45,,FC Twente,Willem II - FC Twente,21:00,22 Januari 2022
6328,Emil Bergström,4.5,5.0,4.75,Willem II,Willem II - Feyenoord,16:45,15 Augustus 2021
6329,Freek Heerkens,---,---,---,Willem II,Willem II - Feyenoord,16:45,15 Augustus 2021
6330,Ulrik Jenssen,5.0,5.0,5,Willem II,Willem II - Feyenoord,16:45,15 Augustus 2021
6331,Elton Kabangu,---,---,---,Willem II,Willem II - Feyenoord,16:45,15 Augustus 2021
6332,Mats Köhlert,5.5,5.5,5.5,Willem II,Willem II - Feyenoord,16:45,15 Augustus 2021
6333,Derrick Köhn,5.5,5.5,5.5,Willem II,Willem II - Feyenoord,16:45,15 Augustus 2021
6334,Nikos Michelis,---,---,---,Willem II,Willem II - Feyenoord,16:45,15 Augustus 2021
6335,Ché Nunnely,5.5,6.0,5.75,Willem II,Willem II - Feyenoord,16:45,15 Augustus 2021
6336,Leeroy Owusu,6.0,5.5,5.75,Willem II,Willem II - Feyenoord,16:45,15 Augustus 2021
6337,Robbin Ruiter,5.0,5.0,5,Willem II,Willem II - Feyenoord,16:45,15 Augustus 2021
6338,Driess Saddiki,5.0,5.5,5.25,Willem II,Willem II - Feyenoord,16:45,15 Augustus 2021
6339,Görkem Sağlam,5.0,5.5,5.25,Willem II,Willem II - Feyenoord,16:45,15 Augustus 2021
6340,Wesley Spieringhs,5.0,5.5,5.25,Willem II,Willem II - Feyenoord,16:45,15 Augustus 2021
6341,Max Svensson,---,---,---,Willem II,Willem II - Feyenoord,16:45,15 Augustus 2021
6342,Kwasi Wriedt,6.0,6.5,6.25,Willem II,Willem II - Feyenoord,16:45,15 Augustus 2021
6343,Rick Zuijderwijk,---,---,---,Willem II,Willem II - Feyenoord,16:45,15 Augustus 2021
6344,Team Ø,5.27,5.5,,Willem II,Willem II - Feyenoord,16:45,15 Augustus 2021
6345,Fredrik Aursnes,7.0,7.5,7.25,Feyenoord,Willem II - Feyenoord,16:45,15 Augustus 2021
6346,Naoufal Bannis,---,---,---,Feyenoord,Willem II - Feyenoord,16:45,15 Augustus 2021
6347,Justin Bijlow,8.0,7.0,7.5,Feyenoord,Willem II - Feyenoord,16:45,15 Augustus 2021
6348,Róbert Boženík,---,---,---,Feyenoord,Willem II - Feyenoord,16:45,15 Augustus 2021
6349,Leroy Fer,---,---,---,Feyenoord,Willem II - Feyenoord,16:45,15 Augustus 2021
6350,Ridgeciano Haps,---,---,---,Feyenoord,Willem II - Feyenoord,16:45,15 Augustus 2021
6351,Ramon Hendriks,---,---,---,Feyenoord,Willem II - Feyenoord,16:45,15 Augustus 2021
6352,Orkun Kökçü,6.5,7.0,6.75,Feyenoord,Willem II - Feyenoord,16:45,15 Augustus 2021
6353,Bryan Linssen,7.0,7.5,7.25,Feyenoord,Willem II - Feyenoord,16:45,15 Augustus 2021
6354,Tyrell Malacia,7.0,7.5,7.25,Feyenoord,Willem II - Feyenoord,16:45,15 Augustus 2021
6355,Marcus Pedersen,6.5,7.0,6.75,Feyenoord,Willem II - Feyenoord,16:45,15 Augustus 2021
6356,Marcos Senesi,7.0,7.0,7,Feyenoord,Willem II - Feyenoord,16:45,15 Augustus 2021
6357,Luis Sinisterra,7.0,7.0,7,Feyenoord,Willem II - Feyenoord,16:45,15 Augustus 2021
6358,Guus Til,7.0,7.5,7.25,Feyenoord,Willem II - Feyenoord,16:45,15 Augustus 2021
6359,Jens Toornstra,6.5,6.0,6.25,Feyenoord,Willem II - Feyenoord,16:45,15 Augustus 2021
6360,Gernot Trauner,7.5,7.0,7.25,Feyenoord,Willem II - Feyenoord,16:45,15 Augustus 2021
6361,Team Ø,7,7.09,,Feyenoord,Willem II - Feyenoord,16:45,15 Augustus 2021
6362,Emil Bergström,5.5,6.0,5.75,Willem II,Willem II - Fortuna Sittard,20:00,22 Oktober 2021
6363,Ulrik Jenssen,4.0,5.5,4.75,Willem II,Willem II - Fortuna Sittard,20:00,22 Oktober 2021
6364,Mats Köhlert,7.5,7.0,7.25,Willem II,Willem II - Fortuna Sittard,20:00,22 Oktober 2021
6365,Ringo Meerveld,---,---,---,Willem II,Willem II - Fortuna Sittard,20:00,22 Oktober 2021
6366,Ché Nunnely,5.5,6.0,5.75,Willem II,Willem II - Fortuna Sittard,20:00,22 Oktober 2021
6367,Leeroy Owusu,6.0,6.5,6.25,Willem II,Willem II - Fortuna Sittard,20:00,22 Oktober 2021
6368,Pol Llonch,6.0,6.0,6,Willem II,Willem II - Fortuna Sittard,20:00,22 Oktober 2021
6369,Godfried Roemeratoe,---,---,---,Willem II,Willem II - Fortuna Sittard,20:00,22 Oktober 2021
