player,AD,VI,Ø,club,home,away,time,date,hashtag
Mattijs Branderhorst,6.0,6.0,6,NEC Nijmegen,AFC Ajax,NEC Nijmegen,21:00,2021-08-14,ajanec
Ilias Bronkhorst,---,---,---,NEC Nijmegen,AFC Ajax,NEC Nijmegen,21:00,2021-08-14,ajanec
Jordy Bruijn,5.0,5.0,5,NEC Nijmegen,AFC Ajax,NEC Nijmegen,21:00,2021-08-14,ajanec
Mikkel Duelund,5.0,5.5,5.25,NEC Nijmegen,AFC Ajax,NEC Nijmegen,21:00,2021-08-14,ajanec
Souffian el Karouani,5.0,4.5,4.75,NEC Nijmegen,AFC Ajax,NEC Nijmegen,21:00,2021-08-14,ajanec
Iván Márquez,4.0,4.0,4,NEC Nijmegen,AFC Ajax,NEC Nijmegen,21:00,2021-08-14,ajanec
Magnus Mattsson,---,---,---,NEC Nijmegen,AFC Ajax,NEC Nijmegen,21:00,2021-08-14,ajanec
Cas Odenthal,5.0,4.5,4.75,NEC Nijmegen,AFC Ajax,NEC Nijmegen,21:00,2021-08-14,ajanec
Jonathan Okita,4.0,4.0,4,NEC Nijmegen,AFC Ajax,NEC Nijmegen,21:00,2021-08-14,ajanec
Dirk Proper,5.0,5.0,5,NEC Nijmegen,AFC Ajax,NEC Nijmegen,21:00,2021-08-14,ajanec
Lasse Schöne,6.0,6.0,6,NEC Nijmegen,AFC Ajax,NEC Nijmegen,21:00,2021-08-14,ajanec
Bart van Rooij,4.0,4.0,4,NEC Nijmegen,AFC Ajax,NEC Nijmegen,21:00,2021-08-14,ajanec
Javier Vet,---,---,---,NEC Nijmegen,AFC Ajax,NEC Nijmegen,21:00,2021-08-14,ajanec
Edson Álvarez,6.5,7.0,6.75,AFC Ajax,AFC Ajax,PSV,16:45,2021-10-24,ajapsv
Antony,7.5,8.0,7.75,AFC Ajax,AFC Ajax,PSV,16:45,2021-10-24,ajapsv
Steven Berghuis,7.0,8.0,7.5,AFC Ajax,AFC Ajax,PSV,16:45,2021-10-24,ajapsv
Daley Blind,7.0,8.0,7.5,AFC Ajax,AFC Ajax,PSV,16:45,2021-10-24,ajapsv
David Neres,---,---,---,AFC Ajax,AFC Ajax,PSV,16:45,2021-10-24,ajapsv
Ryan Gravenberch,6.0,6.0,6,AFC Ajax,AFC Ajax,PSV,16:45,2021-10-24,ajapsv
Sébastien Haller,8.0,8.0,8,AFC Ajax,AFC Ajax,PSV,16:45,2021-10-24,ajapsv
Davy Klaassen,---,---,---,AFC Ajax,AFC Ajax,PSV,16:45,2021-10-24,ajapsv
Mohammed Kudus,---,---,---,AFC Ajax,AFC Ajax,PSV,16:45,2021-10-24,ajapsv
Lisandro Martínez,6.0,7.0,6.5,AFC Ajax,AFC Ajax,PSV,16:45,2021-10-24,ajapsv
Noussair Mazraoui,6.5,7.0,6.75,AFC Ajax,AFC Ajax,PSV,16:45,2021-10-24,ajapsv
Remko Pasveer,7.0,8.0,7.5,AFC Ajax,AFC Ajax,PSV,16:45,2021-10-24,ajapsv
Perr Schuurs,---,---,---,AFC Ajax,AFC Ajax,PSV,16:45,2021-10-24,ajapsv
Dušan Tadić,8.0,8.0,8,AFC Ajax,AFC Ajax,PSV,16:45,2021-10-24,ajapsv
Nico Tagliafico,---,---,---,AFC Ajax,AFC Ajax,PSV,16:45,2021-10-24,ajapsv
Jurriën Timber,6.5,7.0,6.75,AFC Ajax,AFC Ajax,PSV,16:45,2021-10-24,ajapsv
André Ramalho,5.0,5.5,5.25,PSV,AFC Ajax,PSV,16:45,2021-10-24,ajapsv
Olivier Boscagli,5.0,5.5,5.25,PSV,AFC Ajax,PSV,16:45,2021-10-24,ajapsv
Bruma,5.0,5.0,5,PSV,AFC Ajax,PSV,16:45,2021-10-24,ajapsv
Carlos Vinícius,5.0,5.0,5,PSV,AFC Ajax,PSV,16:45,2021-10-24,ajapsv
Joël Drommel,5.0,4.0,4.5,PSV,AFC Ajax,PSV,16:45,2021-10-24,ajapsv
Mario Götze,4.5,5.0,4.75,PSV,AFC Ajax,PSV,16:45,2021-10-24,ajapsv
Erick Gutiérrez,---,---,---,PSV,AFC Ajax,PSV,16:45,2021-10-24,ajapsv
Mauro Júnior,---,---,---,PSV,AFC Ajax,PSV,16:45,2021-10-24,ajapsv
Philipp Max,5.5,5.5,5.5,PSV,AFC Ajax,PSV,16:45,2021-10-24,ajapsv
Phillipp Mwene,4.5,5.0,4.75,PSV,AFC Ajax,PSV,16:45,2021-10-24,ajapsv
Davy Pröpper,---,---,---,PSV,AFC Ajax,PSV,16:45,2021-10-24,ajapsv
Ibrahim Sangaré,6.0,6.5,6.25,PSV,AFC Ajax,PSV,16:45,2021-10-24,ajapsv
Jordan Teze,---,---,---,PSV,AFC Ajax,PSV,16:45,2021-10-24,ajapsv
Marco van Ginkel,5.0,5.5,5.25,PSV,AFC Ajax,PSV,16:45,2021-10-24,ajapsv
Yorbe Vertessen,5.0,5.5,5.25,PSV,AFC Ajax,PSV,16:45,2021-10-24,ajapsv
Eran Zahavi,5.0,5.0,5,PSV,AFC Ajax,PSV,16:45,2021-10-24,ajapsv
Edson Álvarez,6.5,6.0,6.25,AFC Ajax,AFC Ajax,SC Cambuur,20:00,2021-09-18,ajacam
Steven Berghuis,7.0,7.5,7.25,AFC Ajax,AFC Ajax,SC Cambuur,20:00,2021-09-18,ajacam
Daley Blind,---,---,---,AFC Ajax,AFC Ajax,SC Cambuur,20:00,2021-09-18,ajacam
Danilo,---,---,---,AFC Ajax,AFC Ajax,SC Cambuur,20:00,2021-09-18,ajacam
Mohamed Daramy,---,---,---,AFC Ajax,AFC Ajax,SC Cambuur,20:00,2021-09-18,ajacam
David Neres,8.0,8.0,8,AFC Ajax,AFC Ajax,SC Cambuur,20:00,2021-09-18,ajacam
Ryan Gravenberch,7.5,7.5,7.5,AFC Ajax,AFC Ajax,SC Cambuur,20:00,2021-09-18,ajacam
Sébastien Haller,6.5,7.5,7,AFC Ajax,AFC Ajax,SC Cambuur,20:00,2021-09-18,ajacam
Lisandro Martínez,7.0,7.5,7.25,AFC Ajax,AFC Ajax,SC Cambuur,20:00,2021-09-18,ajacam
Noussair Mazraoui,7.5,7.0,7.25,AFC Ajax,AFC Ajax,SC Cambuur,20:00,2021-09-18,ajacam
Remko Pasveer,6.5,7.0,6.75,AFC Ajax,AFC Ajax,SC Cambuur,20:00,2021-09-18,ajacam
Perr Schuurs,6.5,7.0,6.75,AFC Ajax,AFC Ajax,SC Cambuur,20:00,2021-09-18,ajacam
Dušan Tadić,7.5,7.5,7.5,AFC Ajax,AFC Ajax,SC Cambuur,20:00,2021-09-18,ajacam
Nico Tagliafico,6.5,6.5,6.5,AFC Ajax,AFC Ajax,SC Cambuur,20:00,2021-09-18,ajacam
Kenneth Taylor,---,---,---,AFC Ajax,AFC Ajax,SC Cambuur,20:00,2021-09-18,ajacam
Jurriën Timber,8.5,8.0,8.25,AFC Ajax,AFC Ajax,SC Cambuur,20:00,2021-09-18,ajacam
Alex Bangura,5.0,4.5,4.75,SC Cambuur,AFC Ajax,SC Cambuur,20:00,2021-09-18,ajacam
Tom Boere,4.5,4.5,4.5,SC Cambuur,AFC Ajax,SC Cambuur,20:00,2021-09-18,ajacam
Michael Breij,4.5,4.5,4.5,SC Cambuur,AFC Ajax,SC Cambuur,20:00,2021-09-18,ajacam
Mees Hoedemakers,5.0,5.0,5,SC Cambuur,AFC Ajax,SC Cambuur,20:00,2021-09-18,ajacam
Jamie Jacobs,4.5,5.0,4.75,SC Cambuur,AFC Ajax,SC Cambuur,20:00,2021-09-18,ajacam
Issa Kallon,5.5,5.5,5.5,SC Cambuur,AFC Ajax,SC Cambuur,20:00,2021-09-18,ajacam
Tamás Kiss,5.0,---,5,SC Cambuur,AFC Ajax,SC Cambuur,20:00,2021-09-18,ajacam
Filip Krastev,---,---,---,SC Cambuur,AFC Ajax,SC Cambuur,20:00,2021-09-18,ajacam
Calvin Mac-Intosch,4.5,4.0,4.25,SC Cambuur,AFC Ajax,SC Cambuur,20:00,2021-09-18,ajacam
Robin Maulun,5.0,5.0,5,SC Cambuur,AFC Ajax,SC Cambuur,20:00,2021-09-18,ajacam
Mitchell Paulissen,---,---,---,SC Cambuur,AFC Ajax,SC Cambuur,20:00,2021-09-18,ajacam
David Sambissa,---,---,---,SC Cambuur,AFC Ajax,SC Cambuur,20:00,2021-09-18,ajacam
Doke Schmidt,5.0,4.5,4.75,SC Cambuur,AFC Ajax,SC Cambuur,20:00,2021-09-18,ajacam
Sonny Stevens,4.5,4.0,4.25,SC Cambuur,AFC Ajax,SC Cambuur,20:00,2021-09-18,ajacam
Marco Tol,5.0,4.5,4.75,SC Cambuur,AFC Ajax,SC Cambuur,20:00,2021-09-18,ajacam
Jhondly van der Meer,5.0,5.0,5,SC Cambuur,AFC Ajax,SC Cambuur,20:00,2021-09-18,ajacam
Edson Álvarez,7.5,7.5,7.5,AFC Ajax,AFC Ajax,Vitesse,14:30,2021-08-29,ajavit
Antony,8.0,8.5,8.25,AFC Ajax,AFC Ajax,Vitesse,14:30,2021-08-29,ajavit
Steven Berghuis,---,---,---,AFC Ajax,AFC Ajax,Vitesse,14:30,2021-08-29,ajavit
Daley Blind,6.5,7.0,6.75,AFC Ajax,AFC Ajax,Vitesse,14:30,2021-08-29,ajavit
David Neres,---,---,---,AFC Ajax,AFC Ajax,Vitesse,14:30,2021-08-29,ajavit
Ryan Gravenberch,7.0,7.5,7.25,AFC Ajax,AFC Ajax,Vitesse,14:30,2021-08-29,ajavit
Sébastien Haller,7.0,5.5,6.25,AFC Ajax,AFC Ajax,Vitesse,14:30,2021-08-29,ajavit
Davy Klaassen,6.5,7.0,6.75,AFC Ajax,AFC Ajax,Vitesse,14:30,2021-08-29,ajavit
Lisandro Martínez,7.0,7.0,7,AFC Ajax,AFC Ajax,Vitesse,14:30,2021-08-29,ajavit
Noussair Mazraoui,7.0,8.5,7.75,AFC Ajax,AFC Ajax,Vitesse,14:30,2021-08-29,ajavit
Devyne Rensch,---,---,---,AFC Ajax,AFC Ajax,Vitesse,14:30,2021-08-29,ajavit
Perr Schuurs,---,---,---,AFC Ajax,AFC Ajax,Vitesse,14:30,2021-08-29,ajavit
Maarten Stekelenburg,6.5,6.5,6.5,AFC Ajax,AFC Ajax,Vitesse,14:30,2021-08-29,ajavit
Dušan Tadić,6.5,7.5,7,AFC Ajax,AFC Ajax,Vitesse,14:30,2021-08-29,ajavit
Nico Tagliafico,---,---,---,AFC Ajax,AFC Ajax,Vitesse,14:30,2021-08-29,ajavit
Jurriën Timber,7.0,7.0,7,AFC Ajax,AFC Ajax,Vitesse,14:30,2021-08-29,ajavit
Nikolai Baden Frederiksen,4.0,5.0,4.5,Vitesse,AFC Ajax,Vitesse,14:30,2021-08-29,ajavit
Riechedly Bazoer,5.0,4.5,4.75,Vitesse,AFC Ajax,Vitesse,14:30,2021-08-29,ajavit
Matúš Bero,5.5,4.5,5.0,Vitesse,AFC Ajax,Vitesse,14:30,2021-08-29,ajavit
Thomas Buitink,5.0,5.5,5.25,Vitesse,AFC Ajax,Vitesse,14:30,2021-08-29,ajavit
Enzo Cornelisse,5.0,---,5.0,Vitesse,AFC Ajax,Vitesse,14:30,2021-08-29,ajavit
Eli Dasa,5.0,5.0,5.0,Vitesse,AFC Ajax,Vitesse,14:30,2021-08-29,ajavit
Yann Gboho,5.0,5.0,5.0,Vitesse,AFC Ajax,Vitesse,14:30,2021-08-29,ajavit
Hilary Gong,5.0,5.5,5.25,Vitesse,AFC Ajax,Vitesse,14:30,2021-08-29,ajavit
Tomáš Hajek,5.0,4.0,4.5,Vitesse,AFC Ajax,Vitesse,14:30,2021-08-29,ajavit
Loïs Openda,4.0,5.0,4.5,Vitesse,AFC Ajax,Vitesse,14:30,2021-08-29,ajavit
Dominik Oroz,4.5,4.5,4.5,Vitesse,AFC Ajax,Vitesse,14:30,2021-08-29,ajavit
Markus Schubert,5.5,5.5,5.5,Vitesse,AFC Ajax,Vitesse,14:30,2021-08-29,ajavit
Sondre Tronstad,5.5,5.0,5.25,Vitesse,AFC Ajax,Vitesse,14:30,2021-08-29,ajavit
Patrick Vroegh,5.0,5.0,5.0,Vitesse,AFC Ajax,Vitesse,14:30,2021-08-29,ajavit
Maximilian Wittek,5.0,4.5,4.75,Vitesse,AFC Ajax,Vitesse,14:30,2021-08-29,ajavit
Edson Álvarez,7.0,7.5,7.25,AFC Ajax,AFC Ajax,Willem II,21:00,2021-12-02,ajawil
Antony,8.5,8.0,8.25,AFC Ajax,AFC Ajax,Willem II,21:00,2021-12-02,ajawil
Steven Berghuis,6.5,---,6.5,AFC Ajax,AFC Ajax,Willem II,21:00,2021-12-02,ajawil
Daley Blind,7.0,7.0,7,AFC Ajax,AFC Ajax,Willem II,21:00,2021-12-02,ajawil
Danilo,---,---,---,AFC Ajax,AFC Ajax,Willem II,21:00,2021-12-02,ajawil
David Neres,---,---,---,AFC Ajax,AFC Ajax,Willem II,21:00,2021-12-02,ajawil
Ryan Gravenberch,6.5,7.0,6.75,AFC Ajax,AFC Ajax,Willem II,21:00,2021-12-02,ajawil
Sébastien Haller,6.5,5.5,6,AFC Ajax,AFC Ajax,Willem II,21:00,2021-12-02,ajawil
Davy Klaassen,6.5,7.5,7,AFC Ajax,AFC Ajax,Willem II,21:00,2021-12-02,ajawil
Lisandro Martínez,7.5,7.5,7.5,AFC Ajax,AFC Ajax,Willem II,21:00,2021-12-02,ajawil
Noussair Mazraoui,7.0,7.0,7,AFC Ajax,AFC Ajax,Willem II,21:00,2021-12-02,ajawil
Remko Pasveer,6.5,6.5,6.5,AFC Ajax,AFC Ajax,Willem II,21:00,2021-12-02,ajawil
Devyne Rensch,---,---,---,AFC Ajax,AFC Ajax,Willem II,21:00,2021-12-02,ajawil
Perr Schuurs,---,---,---,AFC Ajax,AFC Ajax,Willem II,21:00,2021-12-02,ajawil
Dušan Tadić,7.0,7.0,7,AFC Ajax,AFC Ajax,Willem II,21:00,2021-12-02,ajawil
Jurriën Timber,7.0,7.5,7.25,AFC Ajax,AFC Ajax,Willem II,21:00,2021-12-02,ajawil
Ulrik Jenssen,5.0,5.0,5,Willem II,AFC Ajax,Willem II,21:00,2021-12-02,ajawil
Elton Kabangu,6.0,6.0,6,Willem II,AFC Ajax,Willem II,21:00,2021-12-02,ajawil
Mats Köhlert,5.5,5.5,5.5,Willem II,AFC Ajax,Willem II,21:00,2021-12-02,ajawil
Derrick Köhn,4.5,5.0,4.75,Willem II,AFC Ajax,Willem II,21:00,2021-12-02,ajawil
Ringo Meerveld,---,---,---,Willem II,AFC Ajax,Willem II,21:00,2021-12-02,ajawil
Nikos Michelis,5.5,5.0,5.25,Willem II,AFC Ajax,Willem II,21:00,2021-12-02,ajawil
Ché Nunnely,4.5,5.5,5,Willem II,AFC Ajax,Willem II,21:00,2021-12-02,ajawil
Leeroy Owusu,5.0,5.0,5,Willem II,AFC Ajax,Willem II,21:00,2021-12-02,ajawil
Godfried Roemeratoe,5.0,5.0,5,Willem II,AFC Ajax,Willem II,21:00,2021-12-02,ajawil
Driess Saddiki,4.5,5.0,4.75,Willem II,AFC Ajax,Willem II,21:00,2021-12-02,ajawil
Görkem Sağlam,5.0,5.5,5.25,Willem II,AFC Ajax,Willem II,21:00,2021-12-02,ajawil
Vincent Schippers,---,---,---,Willem II,AFC Ajax,Willem II,21:00,2021-12-02,ajawil
Max Svensson,4.5,5.0,4.75,Willem II,AFC Ajax,Willem II,21:00,2021-12-02,ajawil
Timon Wellenreuther,6.0,4.5,5.25,Willem II,AFC Ajax,Willem II,21:00,2021-12-02,ajawil
John Yeboah,---,---,---,Willem II,AFC Ajax,Willem II,21:00,2021-12-02,ajawil
Zakaria Aboukhlal,---,---,---,AZ Alkmaar,AZ Alkmaar,FC Groningen,21:00,2021-12-21,azgro
Yusuf Barası,6.0,5.0,5.5,AZ Alkmaar,AZ Alkmaar,FC Groningen,21:00,2021-12-21,azgro
Sam Beukema,6.5,6.5,6.5,AZ Alkmaar,AZ Alkmaar,FC Groningen,21:00,2021-12-21,azgro
Jordy Clasie,6.0,7.0,6.5,AZ Alkmaar,AZ Alkmaar,FC Groningen,21:00,2021-12-21,azgro
Dani de Wit,6.0,6.0,6,AZ Alkmaar,AZ Alkmaar,FC Groningen,21:00,2021-12-21,azgro
Albert Guðmundsson,5.5,6.0,5.75,AZ Alkmaar,AZ Alkmaar,FC Groningen,21:00,2021-12-21,azgro
Pantelis Hatzidiakos,6.0,6.5,6.25,AZ Alkmaar,AZ Alkmaar,FC Groningen,21:00,2021-12-21,azgro
Jesper Karlsson,6.5,7.5,7,AZ Alkmaar,AZ Alkmaar,FC Groningen,21:00,2021-12-21,azgro
Bruno Martins Indi,6.5,6.5,6.5,AZ Alkmaar,AZ Alkmaar,FC Groningen,21:00,2021-12-21,azgro
Tijjani Reijnders,6.0,7.0,6.5,AZ Alkmaar,AZ Alkmaar,FC Groningen,21:00,2021-12-21,azgro
Yukinari Sugawara,6.0,6.5,6.25,AZ Alkmaar,AZ Alkmaar,FC Groningen,21:00,2021-12-21,azgro
Peter Vindahl Jensen,6.0,7.0,6.5,AZ Alkmaar,AZ Alkmaar,FC Groningen,21:00,2021-12-21,azgro
Owen Wijndal,6.0,7.5,6.75,AZ Alkmaar,AZ Alkmaar,FC Groningen,21:00,2021-12-21,azgro
Aslak Witry,5.5,6.5,6,AZ Alkmaar,AZ Alkmaar,FC Groningen,21:00,2021-12-21,azgro
Paulos Abraham,---,---,---,FC Groningen,AZ Alkmaar,FC Groningen,21:00,2021-12-21,azgro
Wessel Dammers,---,---,---,FC Groningen,AZ Alkmaar,FC Groningen,21:00,2021-12-21,azgro
Damil Dankerlui,6.0,6.0,6,FC Groningen,AZ Alkmaar,FC Groningen,21:00,2021-12-21,azgro
Michael de Leeuw,5.0,6.0,5.5,FC Groningen,AZ Alkmaar,FC Groningen,21:00,2021-12-21,azgro
Laros Duarte,5.5,5.5,5.5,FC Groningen,AZ Alkmaar,FC Groningen,21:00,2021-12-21,azgro
Neraysho Kasanwirjo,---,---,---,FC Groningen,AZ Alkmaar,FC Groningen,21:00,2021-12-21,azgro
Peter Leeuwenburgh,5.0,6.5,5.75,FC Groningen,AZ Alkmaar,FC Groningen,21:00,2021-12-21,azgro
Bjorn Meijer,6.0,6.0,6,FC Groningen,AZ Alkmaar,FC Groningen,21:00,2021-12-21,azgro
Cyril Ngonge,---,---,---,FC Groningen,AZ Alkmaar,FC Groningen,21:00,2021-12-21,azgro
Romano Postema,---,---,---,FC Groningen,AZ Alkmaar,FC Groningen,21:00,2021-12-21,azgro
Jørgen Strand Larsen,6.0,5.5,5.75,FC Groningen,AZ Alkmaar,FC Groningen,21:00,2021-12-21,azgro
Tomáš Suslov,5.5,6.0,5.75,FC Groningen,AZ Alkmaar,FC Groningen,21:00,2021-12-21,azgro
Marin Šverko,---,---,---,FC Groningen,AZ Alkmaar,FC Groningen,21:00,2021-12-21,azgro
Mike te Wierik,6.0,6.0,6,FC Groningen,AZ Alkmaar,FC Groningen,21:00,2021-12-21,azgro
Bart van Hintum,6.0,6.0,6,FC Groningen,AZ Alkmaar,FC Groningen,21:00,2021-12-21,azgro
Daniël van Kaam,5.5,5.0,5.25,FC Groningen,AZ Alkmaar,FC Groningen,21:00,2021-12-21,azgro
Zakaria Aboukhlal,---,---,---,AZ Alkmaar,AZ Alkmaar,FC Utrecht,12:15,2021-10-17,azutr
Sam Beukema,---,---,---,AZ Alkmaar,AZ Alkmaar,FC Utrecht,12:15,2021-10-17,azutr
Jordy Clasie,8.0,7.5,7.75,AZ Alkmaar,AZ Alkmaar,FC Utrecht,12:15,2021-10-17,azutr
Dani de Wit,7.5,8.0,7.75,AZ Alkmaar,AZ Alkmaar,FC Utrecht,12:15,2021-10-17,azutr
Albert Guðmundsson,7.0,7.0,7,AZ Alkmaar,AZ Alkmaar,FC Utrecht,12:15,2021-10-17,azutr
Pantelis Hatzidiakos,6.5,7.0,6.75,AZ Alkmaar,AZ Alkmaar,FC Utrecht,12:15,2021-10-17,azutr
Jesper Karlsson,7.5,8.0,7.75,AZ Alkmaar,AZ Alkmaar,FC Utrecht,12:15,2021-10-17,azutr
Peer Koopmeiners,---,---,---,AZ Alkmaar,AZ Alkmaar,FC Utrecht,12:15,2021-10-17,azutr
Bruno Martins Indi,6.5,7.0,6.75,AZ Alkmaar,AZ Alkmaar,FC Utrecht,12:15,2021-10-17,azutr
Fredrik Midtsjø,7.0,6.5,6.75,AZ Alkmaar,AZ Alkmaar,FC Utrecht,12:15,2021-10-17,azutr
Vangelis Pavlidis,7.0,7.0,7,AZ Alkmaar,AZ Alkmaar,FC Utrecht,12:15,2021-10-17,azutr
Tijjani Reijnders,---,---,---,AZ Alkmaar,AZ Alkmaar,FC Utrecht,12:15,2021-10-17,azutr
Yukinari Sugawara,6.5,7.0,6.75,AZ Alkmaar,AZ Alkmaar,FC Utrecht,12:15,2021-10-17,azutr
Peter Vindahl Jensen,6.0,6.5,6.25,AZ Alkmaar,AZ Alkmaar,FC Utrecht,12:15,2021-10-17,azutr
Owen Wijndal,7.0,7.0,7,AZ Alkmaar,AZ Alkmaar,FC Utrecht,12:15,2021-10-17,azutr
Aslak Witry,---,---,---,AZ Alkmaar,AZ Alkmaar,FC Utrecht,12:15,2021-10-17,azutr
Remco Balk,---,---,---,FC Utrecht,AZ Alkmaar,FC Utrecht,12:15,2021-10-17,azutr
Othmane Boussaid,5.5,6.0,5.75,FC Utrecht,AZ Alkmaar,FC Utrecht,12:15,2021-10-17,azutr
Anastasios Douvikas,5.0,5.0,5,FC Utrecht,AZ Alkmaar,FC Utrecht,12:15,2021-10-17,azutr
Willem Janssen,4.0,4.0,4,FC Utrecht,AZ Alkmaar,FC Utrecht,12:15,2021-10-17,azutr
Adam Maher,5.0,5.0,5,FC Utrecht,AZ Alkmaar,FC Utrecht,12:15,2021-10-17,azutr
Mimoun Mahi,---,---,---,FC Utrecht,AZ Alkmaar,FC Utrecht,12:15,2021-10-17,azutr
Maarten Paes,4.0,4.0,4,FC Utrecht,AZ Alkmaar,FC Utrecht,12:15,2021-10-17,azutr
Bart Ramselaar,5.0,4.5,4.75,FC Utrecht,AZ Alkmaar,FC Utrecht,12:15,2021-10-17,azutr
Moussa Sylla,4.5,5.5,5,FC Utrecht,AZ Alkmaar,FC Utrecht,12:15,2021-10-17,azutr
Hidde ter Avest,---,---,---,FC Utrecht,AZ Alkmaar,FC Utrecht,12:15,2021-10-17,azutr
Quinten Timber,6.0,7.0,6.5,FC Utrecht,AZ Alkmaar,FC Utrecht,12:15,2021-10-17,azutr
Sander van de Streek,4.5,4.5,4.5,FC Utrecht,AZ Alkmaar,FC Utrecht,12:15,2021-10-17,azutr
Mike van der Hoorn,5.0,6.0,5.5,FC Utrecht,AZ Alkmaar,FC Utrecht,12:15,2021-10-17,azutr
Mark van der Maarel,4.5,5.0,4.75,FC Utrecht,AZ Alkmaar,FC Utrecht,12:15,2021-10-17,azutr
Joris van Overeem,5.5,5.5,5.5,FC Utrecht,AZ Alkmaar,FC Utrecht,12:15,2021-10-17,azutr
Django Warmerdam,4.5,5.5,5,FC Utrecht,AZ Alkmaar,FC Utrecht,12:15,2021-10-17,azutr
Zakaria Aboukhlal,---,---,---,AZ Alkmaar,AZ Alkmaar,Fortuna Sittard,18:45,2021-12-02,azfor
Yusuf Barası,---,---,---,AZ Alkmaar,AZ Alkmaar,Fortuna Sittard,18:45,2021-12-02,azfor
Jordy Clasie,---,6.0,6,AZ Alkmaar,AZ Alkmaar,Fortuna Sittard,18:45,2021-12-02,azfor
Dani de Wit,---,6.0,6,AZ Alkmaar,AZ Alkmaar,Fortuna Sittard,18:45,2021-12-02,azfor
Albert Guðmundsson,---,5.5,5.5,AZ Alkmaar,AZ Alkmaar,Fortuna Sittard,18:45,2021-12-02,azfor
Pantelis Hatzidiakos,---,6.0,6,AZ Alkmaar,AZ Alkmaar,Fortuna Sittard,18:45,2021-12-02,azfor
Jesper Karlsson,---,7.5,7.5,AZ Alkmaar,AZ Alkmaar,Fortuna Sittard,18:45,2021-12-02,azfor
Bruno Martins Indi,---,6.5,6.5,AZ Alkmaar,AZ Alkmaar,Fortuna Sittard,18:45,2021-12-02,azfor
Fredrik Midtsjø,---,7.0,7,AZ Alkmaar,AZ Alkmaar,Fortuna Sittard,18:45,2021-12-02,azfor
Vangelis Pavlidis,---,7.0,7,AZ Alkmaar,AZ Alkmaar,Fortuna Sittard,18:45,2021-12-02,azfor
Tijjani Reijnders,---,---,---,AZ Alkmaar,AZ Alkmaar,Fortuna Sittard,18:45,2021-12-02,azfor
Yukinari Sugawara,---,---,---,AZ Alkmaar,AZ Alkmaar,Fortuna Sittard,18:45,2021-12-02,azfor
Peter Vindahl Jensen,---,6.0,6,AZ Alkmaar,AZ Alkmaar,Fortuna Sittard,18:45,2021-12-02,azfor
Owen Wijndal,---,7.0,7,AZ Alkmaar,AZ Alkmaar,Fortuna Sittard,18:45,2021-12-02,azfor
Aslak Witry,---,6.5,6.5,AZ Alkmaar,AZ Alkmaar,Fortuna Sittard,18:45,2021-12-02,azfor
Martin Angha,---,5.5,5.5,Fortuna Sittard,AZ Alkmaar,Fortuna Sittard,18:45,2021-12-02,azfor
George Cox,---,6.5,6.5,Fortuna Sittard,AZ Alkmaar,Fortuna Sittard,18:45,2021-12-02,azfor
Deroy Duarte,---,5.5,5.5,Fortuna Sittard,AZ Alkmaar,Fortuna Sittard,18:45,2021-12-02,azfor
Zian Flemming,---,6.5,6.5,Fortuna Sittard,AZ Alkmaar,Fortuna Sittard,18:45,2021-12-02,azfor
Emil Hansson,---,---,---,Fortuna Sittard,AZ Alkmaar,Fortuna Sittard,18:45,2021-12-02,azfor
Ivo Pinto,---,6.0,6,Fortuna Sittard,AZ Alkmaar,Fortuna Sittard,18:45,2021-12-02,azfor
Ryan Johansson,---,---,---,Fortuna Sittard,AZ Alkmaar,Fortuna Sittard,18:45,2021-12-02,azfor
Toshio Lake,---,---,---,Fortuna Sittard,AZ Alkmaar,Fortuna Sittard,18:45,2021-12-02,azfor
Nigel Lonwijk,---,5.5,5.5,Fortuna Sittard,AZ Alkmaar,Fortuna Sittard,18:45,2021-12-02,azfor
Richie Musaba,---,5.5,5.5,Fortuna Sittard,AZ Alkmaar,Fortuna Sittard,18:45,2021-12-02,azfor
Tijjani Noslin,---,5.5,5.5,Fortuna Sittard,AZ Alkmaar,Fortuna Sittard,18:45,2021-12-02,azfor
Ben Rienstra,---,5.5,5.5,Fortuna Sittard,AZ Alkmaar,Fortuna Sittard,18:45,2021-12-02,azfor
Andreas Samaris,---,6.5,6.5,Fortuna Sittard,AZ Alkmaar,Fortuna Sittard,18:45,2021-12-02,azfor
Mats Seuntjens,---,5.5,5.5,Fortuna Sittard,AZ Alkmaar,Fortuna Sittard,18:45,2021-12-02,azfor
Tesfaldet Tekie,---,5.0,5,Fortuna Sittard,AZ Alkmaar,Fortuna Sittard,18:45,2021-12-02,azfor
Yanick van Osch,---,6.5,6.5,Fortuna Sittard,AZ Alkmaar,Fortuna Sittard,18:45,2021-12-02,azfor
Zakaria Aboukhlal,---,---,---,AZ Alkmaar,AZ Alkmaar,Go Ahead Eagles,14:30,2021-09-26,azgae
Sam Beukema,---,---,---,AZ Alkmaar,AZ Alkmaar,Go Ahead Eagles,14:30,2021-09-26,azgae
Dani de Wit,7.5,7.5,7.5,AZ Alkmaar,AZ Alkmaar,Go Ahead Eagles,14:30,2021-09-26,azgae
Håkon Evjen,---,---,---,AZ Alkmaar,AZ Alkmaar,Go Ahead Eagles,14:30,2021-09-26,azgae
Albert Guðmundsson,6.0,6.0,6,AZ Alkmaar,AZ Alkmaar,Go Ahead Eagles,14:30,2021-09-26,azgae
